Date,Time,,Airline/Op,Aboard,Fatalities,Summary
1958,,US,Capitol Airways,2,2,Engine Failure
1958,17,ES,Aviaco,21,21,Loss of control
1958,11,,BOAC,12,9,Weather conditions
1958,12,ZW,Union Aeromaritime de Transport,70,3,Loss of control
1958,,BR,VASP,37,21,Loss of control
1959,11,GT,Sahsa Airlines,5,5,Pilot Error
1959,20,US,Southeast Airlines,10,10,Pilot Error
1959,,BR,Lufthansa,39,36,Runway overshoot or undershoot
1959,,US,California Air Freight,2,2,Accidental Crashes
1959,21,AR,Austral Lineas Aeras (Argentina),52,51,Aircraft shot down
1959,,,Linea Expresa Bolivar,4,4,Pilot Error
1959,15,JO,Air Jordan,15,10,Accidental Crashes
1959,06,IT,Air Charter,6,2,Runway overshoot or undershoot
1959,23,US,General Airways,28,3,Accidental Crashes
1959,01,US,Dwyer Flying Service - Private Charter,4,4,Pilot Error
1959,23,,American Airlines,73,65,Accidental Crashes
1959,16,,Turkish Airlines (THY),24,14,Engine Failure
1959,,CL,Southern Cross Airways,5,5,Accidental Crashes
1959,11,NI,TACA,19,15,Accidental Crashes
1959,14,IN,Indian Airlines,7,5,Pilot Error
1959,08,ES,Aviaco,18,1,Weather conditions
1959,,CF,Union Aeromaritime de Transport,9,9,Accidental Crashes
1959,10,IN,Indian Airlines,24,24,Weather conditions
1959,,US,Riddle Airlines,2,2,Loss of control
1959,,MX,Tigres Voladores,26,26,Terrorist Acts
1959,,TR,Air Charter,12,12,Loss of control
1959,16,ES,Iberia Airlines,28,28,Accidental Crashes
1959,21,ES,Austria-Flugdienst,5,5,Accidental Crashes
1959,15,US,Capital Airlines,44,2,Accidental Crashes
1959,16,US,Capital Airlines,31,31,Weather conditions
1959,,PE,Transportes Aereos Peruanas,12,12,Accidental Crashes
1959,,,Aerolineas Argentinas,10,10,Accidental Crashes
1959,,PE,Lineas Aéreas Interpolar,8,8,Accidental Crashes
1959,,NI,Aerolineas Nacionales,60,60,Aircraft shot down
1959,,PE,AVIANCA,14,14,Accidental Crashes
1959,17,,Trans World Airlines,68,68,Weather conditions
1959,10,,Military - U.S. Air Force,1,0,Loss of control
1959,10,IN,Kalinga Airlines,6,6,Pilot Error
1959,17,PK,Pakistan International Airlines,3,2,Loss of control
1959,16,US,American Airlines,5,5,The crew failed to recognize and correct the development of excessive yaw which caused an unintentional rolling maneuver at an altitude too low to permit complete recovery.
1959,,ES,Transair,32,32,Pilot Error
1959,,PY,Aerolineas Argentinas,50,2,Pilot Error
1959,,US,Aaxico Airlines,2,2,Loss of control
1959,,MX,Mexicana,16,1,Accidental Crashes
1959,,HN,Pan American World Airways,3,3,Accidental Crashes
1959,18,BR,VASP,20,20,Accidental Crashes
1959,22,FR,T.A. Intercontinentaux (France),65,53,Accidental Crashes
1959,17,US,Reeve Aleutian Airlines,16,16,Pilot Error
1959,23,US,Braniff Airlines,34,34,Accidental Crashes
1959,20,US,PacifiAir Lines,19,1,Engine Failure
1959,15,GR,OlympiAirways,18,18,Engine Failure
1959,20,US,Piedmont Airlines,27,26,Accidental Crashes
1959,23,,Wheeler Airlines,5,5,Engine Failure
1959,00,,National Airlines,42,42,Terrorist Acts
1959,,,Aeroflot,40,40,Accidental Crashes
1959,,LB,Ariana Afghan Airlines,27,24,Engine Failure
1959,05,US,Trans World Airlines,3,3,Engine Failure
1959,09,US,Allegheny Airlines,26,25,Accidental Crashes
1959,16,CO,Sociedad Aeronautica Medellin,45,45,Accidental Crashes
1959,,,Aeroflot,29,29,Accidental Crashes
1959,02,US,California Aircraft,3,3,Engine Failure
1959,07,IT,Alitalia,2,2,Loss of control
1959,,BR,VASP,33,33,Pilot Error
1959,05,ID,Garuda Indonesia Airlines,2,1,Engine Failure
1959,,,Lloyd Aereo Boliviano,11,11,Accidental Crashes
1960,10,IN,Indian Airlines,9,9,Pilot Error
1960,02,US,National Airlines,34,34,Terrorist Acts
1960,15,,Military - U.S. Army,10,10,"Missing, never found."
1960,22,US,Capital Airlines,50,50,Engine Failure
1960,18,TR,Scandinavian Airlines (SAS),42,42,Runway overshoot or undershoot
1960,,,AVIANCA,46,37,Accidental Crashes
1960,00,AU,Transportes Aéreos de Timor,9,9,Pilot Error
1960,,,Lloyd Aereo Boliviano,59,59,Engine Failure
1960,13,BR,REAL / Military - U.S. Navy,61,61,Loss of control
1960,,IE,Alitalia,52,34,Accidental Crashes
1960,,,Aeroflot,32,32,Accidental Crashes
1960,,CO,Agencia Interamericana de Aviada,13,6,Accidental Crashes
1960,,JP,All Nippon Airways,33,3,Pilot Error
1960,15,US,Northwest Orient Airlines,63,63,Accidental Crashes
1960,11,CO,SAMSA,46,25,Accidental Crashes
1960,14,NI,Lanica,18,2,Engine Failure
1960,14,BR,Cruzeiro,22,10,Loss of control
1960,,,Military - Royal Thai Air Force,18,18,Accidental Crashes
1960,,,Military - U.S. Air Force,9,9,Accidental Crashes
1960,20,CO,Lloyd Aereo Colombiano,51,37,Pilot Error
1960,13,US,Piedmont Airlines / Private,44,4,Accidental Crashes
1960,,,Sobelair SA (Belgium),35,35,Pilot Error
1960,08,,Linea Aeropostal Venezolana,13,13,Accidental Crashes
1960,19,SD,Balair,12,12,Accidental Crashes
1960,,AR,Transamerican Air Transport,10,10,Pilot Error
1960,11,US,Delta Air Lines,4,4,"The aircraft stalled for reasons undetermined, at an altitude too low to effect recovery."
1960,,,Trans Australia Airlines,29,29,Weather conditions
1960,04,US,PacifiNorthern Airlines,14,14,Weather conditions
1960,18,BR,REAL,54,54,Accidental Crashes
1960,14,US,Military - U.S. Navy,21,18,Accidental Crashes
1960,,,Gulf Aviation (Kalinga Airways),16,16,Accidental Crashes
1960,11,EC,Military - U.S. Air Force,18,18,Accidental Crashes
1960,04,PH,Northwest Orient Airlines,58,1,Engine Failure
1960,09,ET,Ethiopian Airlines,11,1,Pilot Error
1960,13,,Military - Royal Belgian Air Force,41,37,Engine Failure
1960,22,US,Chicago Helicopter Airways,13,13,Accidental Crashes
1960,10,IT,Deutsche Flugdienst,34,1,Engine Failure
1960,,,TAM (Bolivia),6,6,Accidental Crashes
1960,,,Aeroflot,35,35,Fire
1960,23,MA,Military - French Naval Aviation,20,20,Engine Failure
1960,,GR,Don Everall Aviation,3,3,Engine Failure
1960,06,SN,Air France,63,63,Loss of control
1960,,UY,Aerolineas Argentinas,31,31,Engine Failure
1960,06,,World Airways,94,80,Pilot Error
1960,,,Military - U.S. Marine Corps,29,29,Engine Failure
1960,23,,Austrian Airlines,37,31,Runway overshoot or undershoot
1960,,MX,Mexicana,18,8,Weather conditions
1960,12,IT,United Arab Airlines,21,21,Weather conditions
1960,17,,Eastern Air Lines,72,62,Engine Failure
1960,,IT,Itavia,11,11,Hit Mt. Capanne while en route.  Cause unknown.
1960,,US,Capitol Airways,2,2,"The right wing of the cargo plane separated from the aircraft at 6,500 ft. Fatigue of the right wing lower attach angle bolts resulting in an in-flight wing failure."
1960,,,Aeroflot,3,3,Accidental Crashes
1960,11,US,Northwest Orient Airlines,12,12,Pilot Error
1960,21,US,ArctiPacific,48,22,Accidental Crashes
1960,,NP,Royal Nepal Airlines,4,4,Accidental Crashes
1960,,EC,AREA,37,37,Accidental Crashes
1960,18,PH,Philippine Air Lines,33,33,Accidental Crashes
1960,,BR,REAL,15,15,Engine Failure
1960,19,AR,Military - Argentine Air Force,31,31,Pilot Error
1960,10,US,United Air Lines / Trans World Airlines,128,128,Accidental Crashes
1960,14,,Military - U.S. Air Force,20,20,Engine Failure
1960,12,PH,Philippine Air Lines,37,28,Engine Failure
1961,,,Ceskoslovenske Aerolinie,10,10,Accidental Crashes
1961,07,FI,Finnair,25,25,Pilot Error
1961,20,,Aeronaves de Mexico,106,4,Engine Failure
1961,01,,Military - U.S. Navy,22,6,Accidental Crashes
1961,02,ID,Garuda Indonesia Airlines,21,21,Pilot Error
1961,,,Military - U.S. Air Force,23,23,Accidental Crashes
1961,12'20,US,American Airlines,6,6,Accidental Crashes
1961,23,ID,Garuda Indonesia Airlines,26,26,Disappearances
1961,10,BE,Sabena,72,72,Loss of control
1961,15,,Linea Aeropostal Venezolana,12,12,Accidental Crashes
1961,,BR,Military - Brazilian Air Force,28,23,Accidental Crashes
1961,20,,Ceskoslovenske Aerolinie,52,52,Loss of control
1961,23,CL,LAN,24,24,Accidental Crashes
1961,02,DZ,Air France,78,78,Terrorist Acts
1961,,US,Military - U.S. Air Force,22,22,Accidental Crashes
1961,,SG,Military - Royal Air Force,13,13,Engine Failure
1961,01,PT,KLM Royal Dutch Airlines,61,61,"Five minutes after taking off from Lisbon, Portugal, the aircraft plunged into the AtlantiOcean. There were indications from the wreckage that the aircraft went into a spiral dive and hit the water at over 500 mph. Either through inattentiveness or loss of an artificial horizon or other instrument malfunction, the aircraft went into a steep left bank from which recovery was not possible. Attitude of the aircraft at the moment of impact pointed to over correction."
1961,04,EG,KLM Royal Dutch Airlines,36,20,Runway overshoot or undershoot
1961,22,NG,Continentale Deutsche Luftreederei,7,1,Accidental Crashes
1961,20,AR,Transcontinental,35,24,Pilot Error
1961,,,Aeroflot,85,1,Weather conditions
1961,11,US,United Air Lines,122,17,Accidental Crashes
1961,01,MA,Ceskoslovenske Aerolinie,72,72,Aircraft shot down
1961,08,AR,Aerolineas Argentinas,67,67,Weather conditions
1961,02,US,Alaska Airlines,6,6,Loss of control
1961,,HU,Malev Hungarian Airlines,27,27,Loss of control
1961,17,NO,Cunard Eagle Airways,39,39,Accidental Crashes
1961,,,Air America,6,6,Accidental Crashes
1961,18,GL,Eastern Provincial Airways,6,1,Weather conditions
1961,02,US,Trans World Airlines,78,78,Loss of control
1961,,ET,Ethiopian Airlines,19,5,Accidental Crashes
1961,,CR,Lineas Aéreas Costarricenses,2,2,Accidental Crashes
1961,03,IE,President Airlines,83,83,Weather conditions
1961,22,,Air France,77,77,Accidental Crashes
1961,22,ZM,United Nations Organization,16,16,Aircraft shot down
1961,08,US,Northwest Orient Airlines,37,37,Loss of control
1961,18,TR,Turkish Airlines (THY),29,28,Weather conditions
1961,02,FR,Derby Aviation,34,34,Accidental Crashes
1961,,LY,Military - Royal Air Force,37,17,Accidental Crashes
1961,14,GG,Bristol 170 Freighter 31M,10,2,Loss of control
1961,02,BR,Panair do Brasil,45,45,Pilot Error
1961,21,US,Imperial Airways,79,77,Engine Failure
1961,,,Air Haiti International,3,3,Went missing en route.
1961,05,BR,Aerolineas Argentinas,52,52,Pilot Error
1961,,,Military - Força Aérea Portuguesa,35,21,
1961,,,Ansett ANA,15,15,Accidental Crashes
1961,,DE,Lufthansa,3,3,Accidental Crashes
1961,,BE,Military - Belgian Air Force,13,13,Midair collision between two C-119s.
1961,,NI,Lanica,2,2,The cargo plane cashed while attempting to land. Shifting cargo.
1961,,TR,British European Airways,34,27,Accidental Crashes
1961,10,US,Kodiak Airways,5,1,
1961,,ID,Garuda Indonesia Airlines,14,14,
1962,,ET,Ethiopian Airlines,18,5,Runway overshoot or undershoot
1962,15,,Corporacion Boliviano de Fomento,6,6,Pilot Error
1962,,,Aeroflot,13,13,Engine Failure
1962,10,PE,Faucett,18,18,Engine Failure
1962,,,Avensa,23,23,Accidental Crashes
1962,14,CO,Avianca,2,2,Pilot Error
1962,10,US,American Airlines,95,95,Loss of control
1962,18,CM,Caledonian Airways,111,111,Loss of control
1962,,ZA,South African Airways,7,2,Pilot Error
1962,17,TR,Turkish Airlines (THY),11,11,Pilot Error
1962,,IT,Societa Aerea Mediterranea,5,5,Accidental Crashes
1962,17,FR,Military - U.S. Air Force,15,15,Accidental Crashes
1962,01,US,Flying Tiger Line,7,1,Pilot Error
1962,00,,Flying Tiger Line,107,107,"Lost at sea while en route from Guam to the Philippines. The crew of the SS T.L. Lenzen supertanker sighted a midair explosion at 00:30 local time, from their position at 13 degrees 44' N, 134 degrees 49' E.  The subsequent search of over 144,000 square miles found nothing. Cause undetermined."
1962,,DZ,Military - French Air Force,11,11,
1962,17,CU,Cubana de Aviacion,22,22,Accidental Crashes
1962,15,CO,Military - Colombian Air Force,31,31,Weather conditions
1962,,CO,AVISPA,40,40,"Nothing was heard from the aircraft after departing Bahia Solano. The wreckage was found 4 days later, 31 miles from the airport on Bonito Peak at an elevation of 2,400ft."
1962,13,,East Anglian Flying Services,18,12,Pilot Error
1962,,,Military - Union of Burma Air Force,32,32,Engine Failure
1962,19,BR,Cruzeiro,25,23,Runway overshoot or undershoot
1962,,GL,East Provincial Airways,21,15,Accidental Crashes
1962,,EG,United Arab Airlines,3,3,Accidental Crashes
1962,,KE,Military - U.S. Air Force,13,13,Accidental Crashes
1962,11,,Military - U.S. Navy,26,26,Accidental Crashes
1962,21,US,Continental Airlines,45,45,Terrorist Acts
1962,12,,Air France,132,130,Runway overshoot or undershoot
1962,,BG,Aeroflot,5,5,Engine Failure
1962,04,,Air France,112,112,Runway overshoot or undershoot
1962,,,Aeroflot,81,81,Loss of control
1962,,,Aeroflot,84,84,Loss of control
1962,,,Aeroflot,14,14,
1962,23,,Alitalia,94,94,Terrorist Acts
1962,21,IT,Trans Mediterranean Airways,6,6,Engine Failure
1962,,PK,Indian Airlines,3,1,Pilot Error
1962,,IN,Kalinga Airlines,9,9,Accidental Crashes
1962,15,TH,United Arab Airlines,26,26,Accidental Crashes
1962,23,US,Canadian PacifiAir Lines,40,27,Loss of control
1962,,,Aeroflot,81,81,Loss of control
1962,,FR,Air France,8,4,Weather conditions
1962,13,NP,Royal Nepal Airlines,10,10,Accidental Crashes
1962,22,BR,Panair do Brazil,105,15,Runway overshoot or undershoot
1962,15,CO,Taxader Airlines,32,20,Pilot Error
1962,,PE,Faucett,9,9,Accidental Crashes
1962,,,Aeroflot,86,86,Loss of control
1962,16,JP,Military - Japan Maritime Self Defense Force,12,12,Accidental Crashes
1962,21,US,Private - Ashland Oil Company,13,13,Loss of control
1962,09,,Ceskoslovenske Aerolinie,34,11,Accidental Crashes
1962,11,US,Military - U.S. Air Force,44,44,Accidental Crashes
1962,,,Aerolineas Abaroa,4,4,Engine Failure
1962,,IN,Kalinga Airlines,8,8,Stuck a mountain in poor weather.
1962,21,,Flying Tiger Line,76,28,Mechanical component Failure
1962,18,,Trans Canada Air Lines,19,2,Loss of control
1962,,PH,Philippine Air Lines,3,3,Accidental Crashes
1962,,ES,Iberia Airlines,18,18,Accidental Crashes
1962,20,US,Allegheny Airlines,52,1,"Following departure from Philadelphia, a high frequency whistling noise was heard and inspection revealed an escape of air at the lower aft corner of the rear service door. Pillow cases were placed in this area to reduce the air noise but no further action was taken. While the aircraft was descending through 4,000 feet the door blew out. The ensuing outward rush of air ejected a flight attendant who was near the door opening. Undetected insecure latching of the rear service door, resulting in an inflight explosive decompression which ejected a flight attendant from the aircraft."
1962,,,Aeroflot,10,10,Loss of control
1962,14,,Air Vietnam (South Vietnam),27,27,Accidental Crashes
1962,,JP,All Nippon Airways,4,4,"Made a sharp turn, nosed up and hit the ground."
1962,12,US,United Air Lines,18,18,Loss of control
1962,,,Military - Portuguese Air Force,37,23,Accidental Crashes
1962,14,FR,Malev Hungarian Airlines,21,21,Accidental Crashes
1962,12,BR,VASP / Private,26,26,Pilot Error
1962,03,PE,Varig,97,97,Loss of control
1962,21,US,Eastern Air Lines,51,25,Accidental Crashes
1962,17,CO,Taxader Airlines,26,24,Pilot Error
1962,02,BR,Panair do Brasil,50,50,Accidental Crashes
1962,22,US,Flying Tiger Line,5,5,Pilot Error
1962,19,PL,LOT Polish Airlines,33,33,Weather conditions
1962,,,Military - U.S. Air Force,12,12,"Twelve killed, including civilians. Two civilian houses burnt."
1962,,BR,Varig,40,1,Runway overshoot or undershoot
1962,,,Carvair ATL-98,18,1,Engine Failure
1962,01,,Air Nautic,25,25,Accidental Crashes
1963,23,US,Wien Alaska Airlines,6,5,Weather conditions
1963,,BR,Cruzeiro,45,13,Accidental Crashes
1963,15,US,West Coast Airlines,3,3,Weather conditions
1963,,US,Skyvan Airways,2,1,Loss of control
1963,22,US,Continental Airlines,8,8,Loss of control
1963,,US,Military - U.S. Navy,14,14,Accidental Crashes
1963,17,TR,Middle East Airlines / Military - Turkish Air ForceC-47,17,17,Weather conditions
1963,12,US,Slick Airways,8,3,Loss of control
1963,,,Aeroflot,7,7,Accidental Crashes
1963,13,US,Northwest Orient Airlines,43,43,Weather conditions
1963,21,US,Eastern Air Lines,26,0,Engine Failure
1963,10,PH,Philippine Air Lines,27,27,Accidental Crashes
1963,18,,Private,4,4,Loss of control
1963,05,,Middle East Airlines,4,4,Engine Failure
1963,13,,Lloyd Aereo Boliviano,41,41,Accidental Crashes
1963,02,IT,Saudi Arabian Royal Flight,18,18,Accidental Crashes
1963,11,JP,Military - Japan Air Self Defense Force,10,10,
1963,,IT,Itavia,11,11,Accidental Crashes
1963,12,NO,Icelandair,12,12,Runway overshoot or undershoot
1963,13,CM,Air Afrique,55,55,"The aircraft flew into a mountain at 6,500 ft. Navigation error. Crew choose to fly a prohibited route at too low an altitude."
1963,,BR,Cruzeiro,50,37,Fire
1963,,EG,United Arab Airlines,34,34,Accidental Crashes
1963,10,US,Northwest Orient Airlines,101,101,Accidental Crashes
1963,04,IN,Indian Airlines,29,29,Loss of control
1963,,,Union of Burma Airways,20,20,Accidental Crashes
1963,,,Tarom,31,31,Accidental Crashes
1963,,CL,Military - Chilean Air Force,20,19,
1963,12,,Military - Royal Belgian Air Force,47,38,Fire
1963,,DE,Military - Belgian Air Force,47,38,Fire
1963,,BR,Varig,18,15,Pilot Error
1963,15,US,Mohawk Airlines,43,7,Loss of control
1963,09,NZ,New Zealand National Airways,23,23,Pilot Error
1963,,,Aeroflot,35,35,Runway overshoot or undershoot
1963,,MG,Air Madagascar,12,6,Accidental Crashes
1963,,,Air America,6,6,Weather conditions
1963,01,,United Arab Airlines,63,63,Loss of control
1963,,ZA,Military - South African Air Force,13,13,Accidental Crashes
1963,13,FR,Air Inter,20,20,Weather conditions
1963,15,US,American Air  Export & Import Co.,2,1,Accidental Crashes
1963,,JP,Fujita Koku Kabushki Kai,19,19,Accidental Crashes
1963,12,,Aeroflot,52,0,Accidental Crashes
1963,12,US,Military - U.S. Air Force / Military -  U.S. Air Force,16,16,"A mid-air collision occurred approximately 700 miles east of Miami, Florida."
1963,06,,Swissair,80,80,Loss of control
1963,,FR,Air Nautic,40,40,Accidental Crashes
1963,,IN,Indian Airlines,18,18,Accidental Crashes
1963,,,Military - U.S. Air Force,10,10,Accidental Crashes
1963,,FR,Aeronaves de Panama,6,6,Accidental Crashes
1963,11,US,New York Airways,6,6,Accidental Crashes
1963,,EG,Military - Soviet Air Force,31,31,Accidental Crashes
1963,,,Aeroflot,5,5,
1963,10,,British Aircraft Corporation,7,7,During a stalling test the aircraft entered a stable stalled condition from which recovery was not possible.
1963,17,,Finnair,24,22,Accidental Crashes
1963,18,CA,Trans Canada Air Lines,118,118,Accidental Crashes
1963,19,US,Zantop Air Transport,3,3,Pilot Error
1963,20,US,Pan American World Airways,81,81,Loss of control
1963,10,AF,Trans Mediterranean Airways,3,3,Weather conditions
1963,,EG,Misrair,6,6,Accidental Crashes
1963,23,US,Western Airlines,46,0,Accidental Crashes
1964,09,AR,Aerolineas Litoral Argentina,30,28,Accidental Crashes
1964,23,US,Commercial Air Taxi,2,2,Weather conditions
1964,,TR,Turkish Airlines (THY),3,3,Runway overshoot or undershoot
1964,08,US,South Central Airlines,10,10,Pilot Error
1964,,,Lloyd Aéreo Boliviano,29,2,Accidental Crashes
1964,,BS,Private air taxi,4,4,Disappearances
1964,,US,Commercial Air Taxi,4,4,Disapperared en route. Missing aircraft not recovered. Probable cause undetermined
1964,15,IN,Military - Indian Air Force,13,13,Accidental Crashes
1964,16,PH,Philippine Air Lines,32,31,Accidental Crashes
1964,,IN,Military - Indian Air Force,22,22,Explosions on board
1964,04,US,Commercial Air Taxi,2,2,Pilot Error
1964,02,US,Eastern Air Lines,58,58,Mechanical component Failure
1964,06,JP,Fuji Airlines,42,20,Accidental Crashes
1964,14,AT,British Eagle International Airlines,83,83,Pilot Error
1964,11,US,Paradise Airlines,85,85,Accidental Crashes
1964,18,CO,Taxi Aereo de Santander,28,28,Loss of control
1964,23,,Snow Valley Ski Lines,30,1,Loss of control
1964,08,,Slick Airways - Cargo,3,3,Runway overshoot or undershoot
1964,07,,Commercial Air Taxi,2,2,Accidental Crashes
1964,20,US,Frontier Airlines,5,5,Weather conditions
1964,07,US,Commercial Air Taxi,3,3,Engine Failure
1964,22,IT,Alitalia,45,45,Weather conditions
1964,06,,Private - Facilities Management Co.,9,9,Engine Failure
1964,,SO,Aden Airways,15,15,
1964,19,SA,Middle East Airlines,49,49,Accidental Crashes
1964,15,US,Wein Alaska Airlines Inc.,2,2,Accidental Crashes
1964,06,US,PacifiAir Lines,44,44,Aircraft shot down
1964,,PA,Military - Argentine Air Force,10,10,
1964,20,PE,Fuerza Aérea Argentina,49,46,Weather conditions
1964,19,PH,Military - U.S. Air Force,84,79,Runway overshoot or undershoot
1964,10,PH,Philippine Air Lines,11,11,
1964,,,VASP,3,3,
1964,21,US,Commercial Air Taxi,3,3,Pilot Error
1964,,,Saudi Arabian Airlines,2,2,Accidental Crashes
1964,22,US,Private - Air Taxi,5,2,Aircraft shot down
1964,17,,Civil Air Transport,57,57,Loss of control
1964,04,ES,TASSA,28,1,Engine Failure
1964,05,US,Commercial Air Taxi,5,5,Pilot Error
1964,12,US,United Air Lines,53,1,"While climbing to cruise altitude the plane hit turbulence, downdrafts and updrafts. One passenger's seat belt  failed, killing the passenger."
1964,18,,United Air Lines,39,39,Loss of control
1964,02,US,Commercial Air Taxi,3,3,Pilot Error
1964,18,US,Eastern Air Lines,76,0,Accidental Crashes
1964,16,,Private,2,2,Pilot Error
1964,12,US,Commercial Air Taxi,3,3,Pilot Error
1964,01,US,Wiggins Airways,2,2,Loss of control
1964,,,Servicios Aéreos Cochabamba,4,4,Accidental Crashes
1964,,,Aeroflot,87,87,Loss of control
1964,16,BR,VASP,39,39,Accidental Crashes
1964,19,TH,Military - Royal Thai Air Force,34,28,Accidental Crashes
1964,17,CO,AVIANCA,2,2,Accidental Crashes
1964,05,,Union des Transportes Aeriens,80,80,Accidental Crashes
1964,,ET,Interocean,7,1,Accidental Crashes
1964,,RO,Tarom,32,32,Accidental Crashes
1964,09,US,Commercial Air Taxi,2,2,Accidental Crashes
1964,11,,Military - Soviet Air Force,33,33,"Instructed to land at Belgrade from the west, the aircraft was too low and off course when it hit Avala Hill, 600 ft. below the peak, exploding in flames."
1964,11,US,Mustang Aviati,5,5,Pilot Error
1964,20,US,Bonanza Airlines,29,29,Accidental Crashes
1964,,,Military - U.S. Navy,10,10,Accidental Crashes
1964,21,SE,Linjefyg,43,31,Runway overshoot or undershoot
1964,13,IT,Trans World Airlines,73,50,Engine Failure
1964,19,,Air Congo,14,6,Loss of control
1964,19,US,Commercial Air Taxi,5,4,Pilot Error
1964,10,,Aerolineas Abaroa,17,17,Terrorist Acts
1964,,,Military - Vietnamese Air Force,38,38,Hit a mountain shortly after taking off exploding in flames.
1964,09,PH,Fleming Airways System Transport,39,1,Engine Failure
1964,,PE,SATCO,23,1,Cashed on takeoff.
1964,00,US,Flying Tiger Line,3,3,Pilot Error
1964,,CR,Lineas Aéreas Sud Americana,5,5,Accidental Crashes
1964,02,US,Zantop Air Transport,4,4,Loss of control
1965,00,,Alva Aircraft Service - Taxi,3,3,Pilot Error
1965,12,US,Fairbanks Air Service - Taxi,2,2,Accidental Crashes
1965,09,US,Military - U.S. Air Force,17,17,Engine Failure
1965,,MX,Aerovias del Norte,10,10,Fire
1965,,,Military - U.S. Air Force,10,10,Accidental Crashes
1965,,CM,Air Cameroon,4,4,
1965,08,CL,LAN,87,87,"After an improper climb, the aircraft flew into a 12,000 ft. mountain in the La Melosas area of the Andes. Crew did not follow flight plan for climbing out of Santiago."
1965,18,US,Eastern Air Lines,84,84,Loss of control
1965,04,US,Aerolineas El Salvador,2,2,Engine Failure
1965,,JP,Zen Nippon,2,2,Flew into  Mt. Nakanoone.
1965,19,US,Air Taxi,2,2,Accidental Crashes
1965,10,PH,Fairways,12,10,Accidental Crashes
1965,,,Aeroflot,25,25,Accidental Crashes
1965,09,CA,Eastern Provincial Airways,8,8,Communication was lost with the aircraft soon after takeoff. Failure of corroded skin along the bottom center line of the aircraft which resulted in structural failure of the fuselage and aerial disintegration.
1965,14,CO,AVIANCA,28,28,Accidental Crashes
1965,,PR,Military - Royal Canadian Air Force,16,16,The plane was participating in U.S. - Canadian maneuvers.
1965,,PK,Pakistan International Airlines,26,22,Accidental Crashes
1965,08,MA,Iberia Airlines,53,50,Accidental Crashes
1965,00,US,Ortner Air Service - Taxi,2,2,Weather conditions
1965,,,Alia Royal Jordanian Airlines,54,54,The plane flew into a mountain after taking off from Beirut. Structural failure of the fuselage.
1965,,,British United Airways,27,26,Pilot Error
1965,19,US,Baker Aero Inc. - Taxi,2,2,Loss of control
1965,14,US,Aaxico Airlines,5,5,Weather conditions
1965,21,,Iberia Airlines,49,30,Pilot Error
1965,23,EG,Pakistan International Airlines,125,119,Accidental Crashes
1965,09,US,Military - U.S. Army / Military - U.S. Army,18,18,Accidental Crashes
1965,01,US,Military - U.S. Air Force,85,85,Weather conditions
1965,13,US,Pan American World Airways,153,0,Accidental Crashes
1965,05,US,Continental Airlines,66,0,Accidental Crashes
1965,16,,Military -Royal Air Force,41,41,Accidental Crashes
1965,,EG,Military - Soviet Air Force,31,30,Accidental Crashes
1965,16,,Canadian PacifiAir Lines,52,52,Terrorist Acts
1965,22,US,Military - U.S. Air Force,19,16,Engine Failure
1965,17,,Virgin Islands Airways,12,8,Pilot Error
1965,12,JP,Military - Japan Maritime Self Defense Force,11,11,Accidental Crashes
1965,07,PH,Military - Philippine Air Force,37,37,Weather conditions
1965,23,PA,Rutas Internacionales Peruanes,7,7,Loss of control
1965,11,BR,Paraense Transportes Aéreos,13,13,Engine Failure
1965,20,US,United Air Lines,30,30,Pilot Error
1965,13,BE,LOT Polish Airlines,4,4,Loss of control
1965,10,HK,Military - U.S. Marine Corps,72,59,Loss of control
1965,09,US,Cordova Airlines,5,4,Pilot Error
1965,16,,Filipinas Orient Airways,11,11,Accidental Crashes
1965,,ET,Ethiopian Airlines,17,17,
1965,11,EC,TAO,11,9,Accidental Crashes
1965,,,Air Vietnam (South Vietnam),39,38,Aircraft shot down
1965,11,,Pan American World Airways,30,30,Accidental Crashes
1965,15,,Air America,3,3,Loss of control
1965,01,PK,Pakistan International Airlines,4,4,Accidental Crashes
1965,,CO,AVIANCA,19,19,"Midair collision between a Douglas DC-3 and Piper PA-18.  Eighteen killed on the DC-3, one on the Piper."
1965,07,IN,Kalinga Airlines,8,8,Accidental Crashes
1965,,,International Control Commision,13,13,Aircraft shot down
1965,10,PH,Philippine Air Lines,37,1,Loss of control
1965,01,,British European Airways,36,36,Accidental Crashes
1965,,,Military - French Air Force,30,30,Accidental Crashes
1965,07,,Military - Argentine Air Force,68,68,Engine Failure
1965,12,CO,Aerolineas TAO,30,30,Accidental Crashes
1965,19,US,American Airlines,62,58,Pilot Error
1965,,,Aeroflot,32,32,Accidental Crashes
1965,17,US,United Air Lines,91,43,Accidental Crashes
1965,14,US,Skyway Air  - Taxi,2,2,Accidental Crashes
1965,17,US,Paul Kelly Flying Service Inc.,8,8,Loss of control
1965,07,US,Edde Airlines,13,13,Pilot Error
